resource	entitiesCount	entitiesFound	entitiesRatio	entitiesPValue	entitiesFDR	interactorsCount	interactorsFound	interactorsRatio	entitiesAndInteractorsCount	entitiesAndInteractorsFound	reactionsCount	reactionsFound	reactionsRatio	path	entities	glycoPath	ctype
TOTAL	10	1	0.000679301677875144	0.0161765120517782	0.0963322752113283	176	0	0.00845405108988713	185	1	4	1	0.00030236601406002	Binding of TCF/LEF:CTNNB1 to target gene promoters	RUNX3	Terminal_Fucose	THYM
TOTAL	12	1	0.000815162013450173	0.0193815809848928	0.0963322752113283	1	0	0.000594068454965041	13	1	5	2	0.000377957517575025	Interleukin-21 signaling	STAT5B	Terminal_Fucose	THYM
TOTAL	13	1	0.000883092181237688	0.0209803607035116	0.0963322752113283	127	0	0.00635196271078006	139	1	19	5	0.00143623856678509	Signaling by Leptin	STAT5B	Terminal_Fucose	THYM
TOTAL	16	1	0.00108688268460023	0.0257617257244882	0.0963322752113283	99	0	0.00516382580084998	113	1	8	8	0.000604732028120039	RUNX3 regulates p14-ARF	RUNX3	Terminal_Fucose	THYM
TOTAL	16	1	0.00108688268460023	0.0257617257244882	0.0963322752113283	11	0	0.00114243933647123	25	1	7	5	0.000529140524605034	RUNX3 regulates NOTCH signaling	RUNX3	Terminal_Fucose	THYM
TOTAL	16	1	0.00108688268460023	0.0257617257244882	0.0963322752113283	132	0	0.00662614815153315	145	1	13	4	0.000982689545695064	Interleukin-9 signaling	STAT5B	Terminal_Fucose	THYM
TOTAL	16	1	0.00108688268460023	0.0257617257244882	0.0963322752113283	358	0	0.0165882191655623	363	1	17	5	0.00128505555975508	Interleukin-15 signaling	STAT5B	Terminal_Fucose	THYM
TOTAL	18	1	0.00122274302017526	0.0289368612335407	0.0963322752113283	47	0	0.00292464470136636	64	1	14	2	0.00105828104921007	Prolactin receptor signaling	STAT5B	Terminal_Fucose	THYM
TOTAL	19	1	0.00129067318796277	0.0305207077909163	0.0963322752113283	82	0	0.00438696705204954	96	1	19	5	0.00143623856678509	Interleukin-2 signaling	STAT5B	Terminal_Fucose	THYM
TOTAL	21	1	0.0014265335235378	0.0336809770488823	0.0963322752113283	102	0	0.00552940638852077	121	1	14	13	0.00105828104921007	STAT5 activation downstream of FLT3 ITD mutants	STAT5B	Terminal_Fucose	THYM
TOTAL	26	1	0.00176618436247538	0.041538516762769	0.0963322752113283	167	0	0.00868253895718137	190	1	14	1	0.00105828104921007	Signaling by cytosolic FGFR1 fusion mutants	STAT5B	Terminal_Fucose	THYM
TOTAL	28	1	0.0019020446980504	0.0446643565794809	0.0963322752113283	129	0	0.0070374263126628	154	1	11	4	0.000831506538665054	Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	STAT5B	Terminal_Fucose	THYM
TOTAL	29	1	0.00196997486583792	0.0462236105736249	0.0963322752113283	116	0	0.00635196271078006	139	1	28	5	0.00211656209842014	Growth hormone receptor signaling	STAT5B	Terminal_Fucose	THYM
TOTAL	29	1	0.00196997486583792	0.0462236105736249	0.0963322752113283	187	0	0.00941370013252296	206	1	56	3	0.00423312419684028	Interleukin-20 family signaling	STAT5B	Terminal_Fucose	THYM
TOTAL	30	1	0.00203790503362543	0.0477804254999105	0.0963322752113283	482	0	0.0228487867294247	500	1	24	13	0.00181419608436012	Signaling by FLT3 ITD and TKD mutants	STAT5B	Terminal_Fucose	THYM
TOTAL	216	2	0.0146729162421031	0.0480020430689272	0.0963322752113283	153	0	0.0163140337248092	357	2	47	1	0.00355280066520523	Interleukin-4 and Interleukin-13 signaling	BATF;BATF	Terminal_Fucose	THYM
TOTAL	32	1	0.00217376536920046	0.0508867527424299	0.0963322752113283	212	0	0.0107846273362884	236	1	18	8	0.00136064706327009	Signaling by FLT3 fusion proteins	STAT5B	Terminal_Fucose	THYM
TOTAL	35	1	0.00237755587256301	0.0555280416700952	0.0963322752113283	168	0	0.00895672439793447	196	1	24	3	0.00181419608436012	Signaling by Erythropoietin	STAT5B	Terminal_Fucose	THYM
TOTAL	36	1	0.00244548604035052	0.057070298650381	0.0963322752113283	150	0	0.00822556322259288	180	1	26	9	0.00196537909139013	Interleukin-7 signaling	STAT5B	Terminal_Fucose	THYM
TOTAL	37	1	0.00251341620813803	0.0586101420013665	0.0963322752113283	301	0	0.0148060138006672	324	1	16	1	0.00120946405624008	Downstream signal transduction	STAT5B	Terminal_Fucose	THYM
TOTAL	39	1	0.00264927654371306	0.0616826022636312	0.0963322752113283	321	0	0.0162683361513504	356	1	14	1	0.00105828104921007	Regulation of TP53 Activity through Acetylation	CHD3	Terminal_Fucose	THYM
TOTAL	43	1	0.00292099721486312	0.0677987178779216	0.0963322752113283	129	0	0.00772288991454554	169	1	26	4	0.00196537909139013	Signaling by KIT in disease	STAT5B	Terminal_Fucose	THYM
TOTAL	48	1	0.00326064805380069	0.0753901490604231	0.0963322752113283	93	0	0.00589498697619156	129	1	4	2	0.00030236601406002	ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	CHD3	Terminal_Fucose	THYM
TOTAL	48	1	0.00326064805380069	0.0753901490604231	0.0963322752113283	170	0	0.00977928072019376	214	1	25	1	0.00188978758787512	FGFR1 mutant receptor activation	STAT5B	Terminal_Fucose	THYM
TOTAL	50	1	0.00339650838937572	0.0784101023398311	0.0963322752113283	221	0	0.0116528812320066	255	1	6	1	0.000453549021090029	RNA Polymerase I Transcription Initiation	CHD3	Terminal_Fucose	THYM
TOTAL	50	1	0.00339650838937572	0.0784101023398311	0.0963322752113283	360	0	0.0177763560754924	389	1	38	5	0.00287247713357019	Interleukin-3, Interleukin-5 and GM-CSF signaling	STAT5B	Terminal_Fucose	THYM
TOTAL	52	1	0.00353236872495075	0.0814206015745442	0.0963322752113283	430	0	0.0208380934972353	456	1	59	16	0.00445989870738529	Interleukin-2 family signaling	STAT5B	Terminal_Fucose	THYM
TOTAL	647	3	0.0439508185585218	0.0864583148739475	0.0963322752113283	2096	0	0.116071836585477	2540	3	493	30	0.0372666112328974	Signaling by Interleukins	STAT5B;BATF;BATF	Terminal_Fucose	THYM
TOTAL	56	1	0.00380408939610081	0.0874133510817685	0.0963322752113283	327	0	0.0170451949001508	373	1	37	2	0.00279688563005518	NGF-stimulated transcription	LYL1	Terminal_Fucose	THYM
TOTAL	57	1	0.00387201956388832	0.0889056738220558	0.0963322752113283	148	0	0.00923090983868757	202	1	9	9	0.000680323531635044	Regulation of RUNX3 expression and activity	RUNX3	Terminal_Fucose	THYM
TOTAL	58	1	0.00393994973167584	0.0903956577380659	0.0963322752113283	227	0	0.0126582278481013	277	1	35	1	0.00264570262302517	Signaling by FGFR1 in disease	STAT5B	Terminal_Fucose	THYM
TOTAL	59	1	0.00400787989946335	0.0918833063361568	0.0963322752113283	484	0	0.0241740163597313	529	1	52	15	0.00393075818278026	FLT3 signaling in disease	STAT5B	Terminal_Fucose	THYM
TOTAL	62	1	0.00421167040282589	0.0963322752113283	0.0963322752113283	592	0	0.0292007494402047	639	1	15	1	0.00113387255272507	SUMOylation of chromatin organization proteins	CHD3	Terminal_Fucose	THYM
TOTAL	64	1	0.00434753073840092	0.099286641929679	0.099286641929679	471	0	0.0234428551843897	513	1	43	3	0.00325043465114521	FLT3 Signaling	STAT5B	Terminal_Fucose	THYM
TOTAL	87	2	0.00590992459751376	0.00348442728005061	0.0942849726000256	257	0	0.015171594388338	332	2	32	11	0.00241892811248016	Transcriptional activation of mitochondrial biogenesis	PPARGC1A;PPARGC1A	LacdiNAc	THYM
TOTAL	104	2	0.0070647374499015	0.00492972640654554	0.0942849726000256	502	0	0.0265959877530503	582	2	59	6	0.00445989870738529	Circadian Clock	PPARGC1A;PPARGC1A	LacdiNAc	THYM
TOTAL	127	2	0.00862713130901433	0.00725269020000197	0.0942849726000256	391	0	0.0228487867294247	500	2	36	13	0.00272129412654018	Mitochondrial biogenesis	PPARGC1A;PPARGC1A	LacdiNAc	THYM
TOTAL	6	2	0.000407581006725087	0.000141485926825502	0.00480574828507496	18	0	0.00105104418955353	23	2	2	2	0.00015118300703001	RUNX2 regulates genes involved in differentiation of myeloid cells	RUNX2	O_fucose	THYM
TOTAL	36	3	0.00244548604035052	0.000156320682604183	0.00480574828507496	83	0	0.00525522094776767	115	3	22	4	0.00166301307733011	NOTCH3 Intracellular Domain Regulates Transcription	IKZF1;PBX1;PBX1	O_fucose	THYM
TOTAL	7	2	0.000475511174512601	0.000192229931402998	0.00480574828507496	36	0	0.00191929808527167	42	2	4	4	0.00030236601406002	RUNX2 regulates chondrocyte maturation	RUNX2	O_fucose	THYM
TOTAL	11	2	0.000747231845662659	0.000471268531033631	0.00895410208963898	57	0	0.00306173742174291	67	2	7	1	0.000529140524605034	RUNX1 regulates transcription of genes involved in differentiation of myeloid cells	RUNX2	O_fucose	THYM
TOTAL	14	2	0.000951022349025202	0.00075924896321411	0.00953027795720907	6	0	0.000913951469176987	20	2	7	7	0.000529140524605034	RUNX2 regulates genes involved in cell migration	RUNX2	O_fucose	THYM
TOTAL	63	3	0.00427960057061341	0.000794189829767422	0.00953027795720907	223	0	0.0128410181419367	281	3	37	4	0.00279688563005518	Signaling by NOTCH3	IKZF1;PBX1;PBX1	O_fucose	THYM
TOTAL	18	2	0.00122274302017526	0.00124604919148574	0.0137065411063432	141	0	0.0069460311657451	152	2	9	1	0.000680323531635044	YAP1- and WWTR1 (TAZ)-stimulated gene expression	RUNX2	O_fucose	THYM
TOTAL	83	3	0.0056382039263637	0.00174574580287745	0.0157117122258971	202	0	0.0128867157153955	282	3	32	32	0.00241892811248016	Regulation of RUNX2 expression and activity	RUNX2;RUNX2	O_fucose	THYM
TOTAL	34	2	0.00230962570477549	0.00431935232729674	0.034554818618374	237	0	0.0122926472604305	269	2	24	21	0.00181419608436012	RUNX2 regulates osteoblast differentiation	RUNX2	O_fucose	THYM
TOTAL	42	2	0.00285306704707561	0.00649693095999837	0.0454785167199886	154	0	0.00877393410409907	192	2	20	2	0.0015118300703001	BMAL1:CLOCK,NPAS2 activates circadian gene expression	KLF15;KLF15	O_fucose	THYM
TOTAL	43	2	0.00292099721486312	0.00679776005773225	0.0475843204041257	278	0	0.0143490380660787	314	2	32	29	0.00241892811248016	RUNX2 regulates bone development	RUNX2	O_fucose	THYM
TOTAL	147	3	0.00998573466476462	0.00855069338084558	0.0513041602850735	567	0	0.0314856281131472	689	3	84	81	0.00634968629526041	Transcriptional regulation by RUNX2	RUNX2;RUNX2	O_fucose	THYM
TOTAL	6	1	0.000407581006725087	0.016976145213687	0.0848807260684348	11	0	0.000731161175341589	16	1	2	2	0.00015118300703001	AKT-mediated inactivation of FOXO1A	FOXO1	O_fucose	THYM
TOTAL	216	4	0.0146729162421031	0.000458154535826094	0.0279474266853917	153	0	0.0163140337248092	357	4	47	1	0.00355280066520523	Interleukin-4 and Interleukin-13 signaling	RORA;RORA;FOXO1;FOXO1	O_mannose	THYM
TOTAL	36	2	0.00244548604035052	0.00172818453000323	0.0518455359000969	83	0	0.00525522094776767	115	2	22	2	0.00166301307733011	NOTCH3 Intracellular Domain Regulates Transcription	PBX1;PBX1	O_mannose	THYM
TOTAL	67	3	0.00455132124176347	0.000254093000900957	0.00431958101531627	753	0	0.0364209660467029	797	3	13	13	0.000982689545695064	Formation of the beta-catenin:TCF transactivating complex	MYC;MYC;TCF7L1	HS_Extend	THYM
TOTAL	81	3	0.00550234359078867	0.000441371877825891	0.00573783441173659	221	0	0.0136178768907371	298	3	27	2	0.00204097059490513	Ca2+ pathway	MYC;TCF7L1	HS_Extend	THYM
TOTAL	91	3	0.00618164526866381	0.000618267817679374	0.00680094599447312	599	0	0.0308458620847233	675	3	23	5	0.00173860458084511	Degradation of beta-catenin by the destruction complex	MYC;TCF7L1	HS_Extend	THYM
TOTAL	118	3	0.0080157597989267	0.00130438086286833	0.0117394277658149	415	0	0.0231686697436366	507	3	47	3	0.00355280066520523	Transcriptional regulation by RUNX3	MYC;MYC;TCF7L1	HS_Extend	THYM
TOTAL	39	2	0.00264927654371306	0.00235732666018074	0.0165012866212652	400	0	0.0196042590138464	429	2	17	1	0.00128505555975508	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	MYC;MYC	HS_Extend	THYM
TOTAL	332	4	0.0225528157054548	0.00299780101035596	0.0179868060621358	1681	0	0.0881963167755792	1930	4	157	23	0.0118678660518558	Signaling by WNT	MYC;MYC;TCF7L1	HS_Extend	THYM
TOTAL	166	3	0.0112764078527274	0.00342532378791816	0.0197373506314626	427	0	0.0264588950326738	579	3	51	2	0.00385516667926525	Beta-catenin independent WNT signaling	MYC;TCF7L1	HS_Extend	THYM
TOTAL	55	2	0.00373615922831329	0.00460450384910749	0.0197373506314626	574	0	0.0277841246629804	608	2	38	1	0.00287247713357019	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	MYC;MYC	HS_Extend	THYM
TOTAL	57	2	0.00387201956388832	0.00493433765786566	0.0197373506314626	264	0	0.0140748526253256	308	2	18	2	0.00136064706327009	NOTCH1 Intracellular Domain Regulates Transcription	MYC;MYC	HS_Extend	THYM
TOTAL	68	2	0.00461925140955098	0.00693616794795038	0.0208085038438511	229	0	0.0130695060092309	286	2	21	2	0.0015874215738151	Constitutive Signaling by NOTCH1 PEST Domain Mutants	MYC;MYC	HS_Extend	THYM
TOTAL	68	2	0.00461925140955098	0.00693616794795038	0.0208085038438511	229	0	0.0130695060092309	286	2	21	2	0.0015874215738151	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	MYC;MYC	HS_Extend	THYM
TOTAL	68	2	0.00461925140955098	0.00693616794795038	0.0208085038438511	229	0	0.0130695060092309	286	2	21	2	0.0015874215738151	Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	MYC;MYC	HS_Extend	THYM
TOTAL	68	2	0.00461925140955098	0.00693616794795038	0.0208085038438511	229	0	0.0130695060092309	286	2	21	2	0.0015874215738151	Signaling by NOTCH1 PEST Domain Mutants in Cancer	MYC;MYC	HS_Extend	THYM
TOTAL	68	2	0.00461925140955098	0.00693616794795038	0.0208085038438511	229	0	0.0130695060092309	286	2	39	2	0.00294806863708519	Signaling by NOTCH1 in Cancer	MYC;MYC	HS_Extend	THYM
TOTAL	216	3	0.0146729162421031	0.0071013995349416	0.0213041986048248	1294	0	0.0660786912214961	1446	3	71	16	0.00536699674956535	TCF dependent signaling in response to WNT	MYC;MYC;TCF7L1	HS_Extend	THYM
TOTAL	71	2	0.00482304191291353	0.0075362082520023	0.0218931516513108	368	0	0.0195128638669287	427	2	27	4	0.00204097059490513	Transcriptional regulation of granulopoiesis	MYC;MYC	HS_Extend	THYM
TOTAL	84	2	0.00570613409415121	0.0103955812657099	0.0218931516513108	299	0	0.0167710094593977	367	2	39	2	0.00294806863708519	Signaling by NOTCH1	MYC;MYC	HS_Extend	THYM
TOTAL	85	2	0.00577406426193873	0.0106326185289136	0.0218931516513108	834	0	0.0405794452314582	888	2	82	1	0.0061985032882304	Signaling by TGF-beta Receptor Complex	MYC;MYC	HS_Extend	THYM
TOTAL	6	1	0.000407581006725087	0.0109465758256554	0.0218931516513108	192	0	0.00904811954485217	198	1	4	3	0.00030236601406002	TFAP2 (AP-2) family regulates transcription of cell cycle factors	MYC	HS_Extend	THYM
TOTAL	106	2	0.00720059778547653	0.0161503049410188	0.0323006098820375	592	0	0.0308915596581822	676	2	40	3	0.0030236601406002	MAPK6/MAPK4 signaling	MYC;MYC	HS_Extend	THYM
TOTAL	114	2	0.00774403912777665	0.0185133830931918	0.0370267661863837	906	0	0.04487501713659	982	2	107	1	0.00808829087610553	Signaling by TGFB family members	MYC;MYC	HS_Extend	THYM
TOTAL	13	1	0.000883092181237688	0.0235717646732811	0.0471435293465623	8	0	0.000959649042635836	21	1	3	1	0.000226774510545015	Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA	MYC	HS_Extend	THYM
TOTAL	154	2	0.0104612458392772	0.032307200931848	0.064614401863696	899	0	0.0465658273545675	1019	2	66	8	0.00498903923199032	Estrogen-dependent gene expression	MYC;MYC	HS_Extend	THYM
TOTAL	25	1	0.00169825419468786	0.0448547370832502	0.0797227163897627	104	0	0.00575789425581502	126	1	12	1	0.000907098042180059	Transcription of E2F targets under negative control by DREAM complex	MYC	HS_Extend	THYM
TOTAL	32	1	0.00217376536920046	0.0570627566074948	0.0797227163897627	103	0	0.00603207969656811	132	1	14	2	0.00105828104921007	Myogenesis	TCF12	HS_Extend	THYM
TOTAL	216	2	0.0146729162421031	0.0593230392669413	0.0797227163897627	153	0	0.0163140337248092	357	2	47	1	0.00355280066520523	Interleukin-4 and Interleukin-13 signaling	MYC;MYC	HS_Extend	THYM
TOTAL	38	1	0.00258134637592555	0.0674070577587117	0.0797227163897627	294	0	0.0142119453457021	311	1	27	1	0.00204097059490513	G0 and Early G1	MYC	HS_Extend	THYM
TOTAL	44	1	0.00298892738265064	0.0776420373636797	0.0797227163897627	4	0	0.00219348352602477	48	1	4	2	0.00030236601406002	PRC2 methylates histones and DNA	JARID2	HS_Extend	THYM
TOTAL	44	1	0.00298892738265064	0.0776420373636797	0.0797227163897627	475	0	0.0228487867294247	500	1	14	3	0.00105828104921007	Deactivation of the beta-catenin transactivating complex	TCF7L1	HS_Extend	THYM
TOTAL	256	2	0.0173901229536037	0.0797227163897627	0.0797227163897627	1136	0	0.0611890508613993	1339	2	110	8	0.00831506538665054	ESR-mediated signaling	MYC;MYC	HS_Extend	THYM
TOTAL	258	2	0.0175259832891787	0.0807947350634562	0.0807947350634562	753	0	0.0441895535347073	967	2	154	2	0.0116410915413108	Signaling by NOTCH	MYC;MYC	HS_Extend	THYM
TOTAL	52	1	0.00353236872495075	0.0911205403983203	0.0911205403983203	1111	0	0.0522780240369236	1144	1	44	3	0.00332602615466022	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	MYC	HS_Extend	THYM
TOTAL	56	1	0.00380408939610081	0.0977884665142033	0.0977884665142033	327	0	0.0170451949001508	373	1	37	2	0.00279688563005518	NGF-stimulated transcription	TCF12	HS_Extend	THYM
TOTAL	10	2	0.000679301677875144	4.17644563254216e-05	0.00338292096235915	47	0	0.00251336654023671	55	2	8	2	0.000604732028120039	MECP2 regulates transcription factors	MEF2C;MEF2C	CS_DS_Extend	THYM
TOTAL	100	2	0.00679301677875144	0.00397728012554266	0.0857788132686489	1159	0	0.057030571676644	1248	2	77	2	0.00582054577065538	Transcriptional Regulation by MECP2	MEF2C;MEF2C	CS_DS_Extend	THYM
TOTAL	26	1	0.00176618436247538	0.0244447107522859	0.0857788132686489	32	0	0.00260476168715441	57	1	7	1	0.000529140524605034	ERK/MAPK targets	MEF2C	CS_DS_Extend	THYM
TOTAL	32	1	0.00217376536920046	0.0300064334917014	0.0857788132686489	103	0	0.00603207969656811	132	1	14	2	0.00105828104921007	Myogenesis	MEF2C	CS_DS_Extend	THYM
TOTAL	35	1	0.00237755587256301	0.0327762402165994	0.0857788132686489	205	0	0.0104647443220765	229	1	16	1	0.00120946405624008	MAPK targets/ Nuclear events mediated by MAP kinases	MEF2C	CS_DS_Extend	THYM
TOTAL	40	1	0.00271720671150058	0.0373762698334318	0.0857788132686489	13	0	0.00228487867294247	50	1	5	1	0.000377957517575025	DNA Damage Recognition in GG-NER	INO80	CS_DS_Extend	THYM
TOTAL	69	1	0.0046871815773385	0.0636583065624876	0.0857788132686489	238	0	0.0131152035826898	287	1	32	1	0.00241892811248016	MAP kinase activation	MEF2C	CS_DS_Extend	THYM
TOTAL	77	1	0.00523062291963861	0.0707903633697065	0.0857788132686489	239	0	0.0135264817438194	296	1	35	1	0.00264570262302517	Interleukin-17 signaling	MEF2C	CS_DS_Extend	THYM
TOTAL	80	1	0.00543441342300115	0.0734518547022917	0.0857788132686489	350	0	0.019101585705799	418	1	48	1	0.00362839216872024	Nuclear Events (kinase and transcription factor activation)	MEF2C	CS_DS_Extend	THYM
TOTAL	87	1	0.00590992459751376	0.0796344973956721	0.0857788132686489	257	0	0.015171594388338	332	1	32	1	0.00241892811248016	Transcriptional activation of mitochondrial biogenesis	MEF2C	CS_DS_Extend	THYM
TOTAL	92	1	0.00624957543645133	0.0840271925320204	0.0857788132686489	154	0	0.0105104418955353	230	1	20	1	0.0015118300703001	Global Genome Nucleotide Excision Repair (GG-NER)	INO80	CS_DS_Extend	THYM
TOTAL	94	1	0.00638543577202636	0.0857788132686489	0.0857788132686489	426	0	0.0219805328337065	481	1	58	1	0.00438430720387028	MyD88 cascade initiated on plasma membrane	MEF2C	CS_DS_Extend	THYM
TOTAL	94	1	0.00638543577202636	0.0857788132686489	0.0857788132686489	430	0	0.0221633231275419	485	1	59	1	0.00445989870738529	Toll Like Receptor 5 (TLR5) Cascade	MEF2C	CS_DS_Extend	THYM
TOTAL	94	1	0.00638543577202636	0.0857788132686489	0.0857788132686489	430	0	0.0221176255540831	484	1	59	1	0.00445989870738529	Toll Like Receptor 10 (TLR10) Cascade	MEF2C	CS_DS_Extend	THYM
TOTAL	98	1	0.00665715644317641	0.0892727274393273	0.0892727274393273	155	0	0.00923090983868757	202	1	11	1	0.000831506538665054	UCH proteinases	INO80	CS_DS_Extend	THYM
TOTAL	101	1	0.00686094694653896	0.091885021741417	0.091885021741417	402	0	0.0214321619522003	469	1	48	1	0.00362839216872024	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	MEF2C	CS_DS_Extend	THYM
TOTAL	102	1	0.00692887711432647	0.0927542391707034	0.0927542391707034	463	0	0.0235799479047663	516	1	61	1	0.0046110817144153	Toll Like Receptor 3 (TLR3) Cascade	MEF2C	CS_DS_Extend	THYM
TOTAL	102	1	0.00692887711432647	0.0927542391707034	0.0927542391707034	435	0	0.0227116940090481	497	1	63	1	0.00476226472144531	MyD88 dependent cascade initiated on endosome	MEF2C	CS_DS_Extend	THYM
TOTAL	104	1	0.0070647374499015	0.0944903568294966	0.0944903568294966	502	0	0.0265959877530503	582	1	59	1	0.00445989870738529	Circadian Clock	MEF2C	CS_DS_Extend	THYM
TOTAL	104	1	0.0070647374499015	0.0944903568294966	0.0944903568294966	435	0	0.0228030891559658	499	1	66	1	0.00498903923199032	Toll Like Receptor 7/8 (TLR7/8) Cascade	MEF2C	CS_DS_Extend	THYM
